vehicle_id,timestamp,vehicle_type,vehicle_age_years,engine_size_l,vehicle_weight_kg,fuel_type,latitude,longitude,speed_kmph,acceleration_mps2,rpm,gear,throttle_position_pct,brake_pressure_pct,engine_load_pct,road_slope_pct,road_type,traffic_level,ambient_temperature_c,distance_travelled_km,idle_duration_sec,fuel_level_l,fuel_rate_lph,fuel_consumption_l_100km,behavior_label,speed_efficiency_deviation,rpm_per_speed_ratio,kinetic_power_proxy,slope_gravity_work,thermal_stress_index
V001,2026-08-22T08:10:00,Van,1,2.0,3080.2,Diesel,19.028287,72.838495,23.2,0.37,4500.0,1,76.4,0.0,74.5,0.07,Urban,High,28.6,0.006,0,69.48,7.47,32.21,excessive_revving,1747.2399999999998,185.95041322314052,7.344565777777777,0.215614,6.600000000000001
V001,2026-08-22T08:10:01,Van,1,2.0,3080.2,Diesel,19.028348,72.838544,24.5,0.37,4500.0,1,69.8,0.0,86.4,1.91,Urban,High,28.7,0.013,0,69.48,7.89,32.21,excessive_revving,1640.25,176.47058823529412,7.756114722222221,5.883181999999999,6.699999999999999
V001,2026-08-22T08:10:02,Van,1,2.0,3080.2,Diesel,19.028412,72.838595,25.4,0.26,4500.0,1,85.7,0.0,87.1,-0.55,Urban,High,27.5,0.02,0,69.47,8.19,32.21,excessive_revving,1568.16,170.45454545454547,5.650455777777778,-1.69411,5.5
V001,2026-08-22T08:10:03,Van,1,2.0,3080.2,Diesel,19.028471,72.838642,23.5,-0.53,4500.0,1,86.1,0.0,73.4,-0.94,Urban,High,29.8,0.027,0,69.47,7.58,32.21,excessive_revving,1722.25,183.6734693877551,0.0,-2.8953879999999996,7.800000000000001
V001,2026-08-22T08:10:04,Van,1,2.0,3080.2,Diesel,19.02853,72.83869,23.8,0.08,4500.0,1,81.0,0.0,85.3,0.71,Urban,High,28.6,0.033,0,69.47,7.68,32.21,excessive_revving,1697.4400000000003,181.4516129032258,1.6290835555555554,2.1869419999999997,6.600000000000001
V001,2026-08-22T08:10:05,Van,1,2.0,3080.2,Diesel,19.028592,72.83874,24.9,0.28,4500.0,1,78.0,0.0,76.9,-1.04,Urban,High,25.7,0.04,0,69.47,8.01,32.21,excessive_revving,1608.0100000000002,173.74517374517376,5.965320666666667,-3.2034079999999996,3.6999999999999993
V001,2026-08-22T08:10:06,Van,1,2.0,3080.2,Diesel,19.028654,72.838789,24.7,-0.03,4500.0,1,68.2,0.0,81.7,0.45,Urban,High,27.3,0.047,0,69.47,7.97,32.21,excessive_revving,1624.0899999999997,175.09727626459144,0.0,1.3860899999999998,5.300000000000001
V001,2026-08-22T08:10:07,Van,1,2.0,3080.2,Diesel,19.028719,72.838841,25.7,0.28,4500.0,1,75.6,0.0,70.7,0.49,Urban,High,26.7,0.054,0,69.46,8.29,32.21,excessive_revving,1544.4899999999998,168.53932584269663,6.156977555555555,1.5092979999999998,4.699999999999999
V001,2026-08-22T08:10:08,Van,1,2.0,3080.2,Diesel,19.02878,72.83889,24.6,-0.32,4500.0,1,73.4,0.0,88.4,0.21,Urban,High,31.0,0.061,0,69.46,7.92,32.21,excessive_revving,1632.1599999999999,175.78125,0.0,0.6468419999999999,9.0
V001,2026-08-22T08:10:09,Van,1,2.0,3080.2,Diesel,19.028838,72.838937,23.4,-0.34,4500.0,1,77.8,0.0,88.9,2.1,Urban,High,29.0,0.068,0,69.46,7.53,32.21,excessive_revving,1730.5600000000002,184.42622950819674,0.0,6.468419999999999,7.0
V001,2026-08-22T08:10:10,Van,1,2.0,3080.2,Diesel,19.028893,72.838981,22.0,-0.39,4500.0,1,88.6,0.0,83.2,4.02,Urban,High,32.3,0.074,0,69.46,7.08,32.21,excessive_revving,1849.0,195.65217391304347,0.0,12.382403999999998,10.299999999999997
V001,2026-08-22T08:10:11,Van,1,2.0,3080.2,Diesel,19.028947,72.839023,21.4,-0.17,4500.0,1,69.9,0.0,78.6,-0.63,Urban,High,29.1,0.08,0,69.46,6.89,32.21,excessive_revving,1900.96,200.89285714285717,0.0,-1.9405259999999998,7.100000000000001
V001,2026-08-22T08:10:12,Van,1,2.0,3080.2,Diesel,19.028998,72.839064,20.4,-0.27,4500.0,1,74.6,0.0,83.0,-0.53,Urban,High,27.1,0.085,0,69.45,6.58,32.21,excessive_revving,1989.16,210.2803738317757,0.0,-1.6325059999999998,5.100000000000001
V001,2026-08-22T08:10:13,Van,1,2.0,3080.2,Diesel,19.02905,72.839106,20.6,0.06,4500.0,1,77.4,0.0,86.2,-0.11,Urban,High,27.3,0.091,0,69.45,6.65,32.21,excessive_revving,1971.36,208.33333333333331,1.0575353333333333,-0.33882199999999996,5.300000000000001
V001,2026-08-22T08:10:14,Van,1,2.0,3080.2,Diesel,19.0291,72.839146,20.0,-0.53,4500.0,1,71.5,0.0,75.3,0.73,Urban,High,26.5,0.097,0,69.45,6.44,32.21,excessive_revving,2025.0,214.28571428571428,0.0,2.2485459999999997,4.5
V001,2026-08-22T08:10:15,Van,1,2.0,3080.2,Diesel,19.02915,72.839186,20.0,-0.8,4500.0,1,76.3,0.0,70.1,0.21,Urban,High,28.9,0.102,0,69.45,6.44,32.21,excessive_revving,2025.0,214.28571428571428,0.0,0.6468419999999999,6.899999999999999
V001,2026-08-22T08:10:16,Van,1,2.0,3080.2,Diesel,19.029203,72.839229,21.5,0.41,4500.0,1,85.9,0.0,86.2,-1.41,Urban,High,28.2,0.108,0,69.45,6.92,32.21,excessive_revving,1892.25,200.0,7.5422119444444435,-4.343081999999999,6.199999999999999
V001,2026-08-22T08:10:17,Van,1,2.0,3080.2,Diesel,19.029257,72.839271,21.3,-0.05,4500.0,1,83.6,0.0,86.9,-0.56,Urban,High,27.7,0.114,0,69.44,6.86,32.21,excessive_revving,1909.6900000000003,201.79372197309416,0.0,-1.724912,5.699999999999999
V001,2026-08-22T08:10:18,Van,1,2.0,3080.2,Diesel,19.029309,72.839313,20.9,-0.13,4500.0,1,65.7,0.0,73.9,-0.66,Urban,High,30.0,0.12,0,69.44,6.72,32.21,excessive_revving,1944.8100000000002,205.47945205479454,0.0,-2.0329319999999997,8.0
V001,2026-08-22T08:10:19,Van,1,2.0,3080.2,Diesel,19.029359,72.839353,20.0,-0.6,4500.0,1,78.9,0.0,88.7,0.95,Urban,High,27.5,0.126,0,69.44,6.44,32.21,excessive_revving,2025.0,214.28571428571428,0.0,2.9261899999999996,5.5
V001,2026-08-22T08:10:20,Van,1,2.0,3080.2,Diesel,19.029409,72.839393,20.0,-0.1,4500.0,1,69.7,0.0,71.4,0.86,Urban,High,28.4,0.131,0,69.44,6.44,32.21,excessive_revving,2025.0,214.28571428571428,0.0,2.6489719999999997,6.399999999999999
V001,2026-08-22T08:10:21,Van,1,2.0,3080.2,Diesel,19.029461,72.839435,21.0,0.29,4500.0,1,86.8,0.0,81.5,0.37,Urban,High,27.7,0.137,0,69.44,6.78,32.21,excessive_revving,1936.0,204.54545454545453,5.210671666666666,1.1396739999999999,5.699999999999999
V001,2026-08-22T08:10:22,Van,1,2.0,3080.2,Diesel,19.029518,72.83948,22.7,0.46,4500.0,1,77.2,0.0,89.3,-1.05,Urban,High,26.1,0.143,0,69.44,7.31,32.21,excessive_revving,1789.2899999999997,189.873417721519,8.934291222222223,-3.2342099999999996,4.100000000000001
V001,2026-08-22T08:10:23,Van,1,2.0,3080.2,Diesel,19.029575,72.839526,22.9,0.06,4500.0,1,89.6,0.0,89.9,-0.3,Urban,High,27.5,0.15,0,69.43,7.38,32.21,excessive_revving,1772.41,188.2845188284519,1.1756096666666664,-0.9240599999999999,5.5
V001,2026-08-22T08:10:24,Van,1,2.0,3080.2,Diesel,19.029631,72.839571,22.4,-0.14,4500.0,1,70.2,0.0,73.9,0.1,Urban,High,26.1,0.156,0,69.43,7.22,32.21,excessive_revving,1814.7600000000002,192.30769230769232,0.0,0.30801999999999996,4.100000000000001
V001,2026-08-22T08:10:25,Van,1,2.0,3080.2,Diesel,19.029684,72.839613,21.1,-0.38,4500.0,1,75.6,0.0,88.4,-0.18,Urban,High,30.4,0.162,0,69.43,6.79,32.21,excessive_revving,1927.2099999999998,203.61990950226243,0.0,-0.5544359999999999,8.399999999999999
V001,2026-08-22T08:10:26,Van,1,2.0,3080.2,Diesel,19.029736,72.839655,20.8,-0.06,4500.0,1,79.0,0.0,80.4,1.87,Urban,High,28.6,0.167,0,69.43,6.72,32.21,excessive_revving,1953.6400000000003,206.42201834862385,0.0,5.759974,6.600000000000001
V001,2026-08-22T08:10:27,Van,1,2.0,3080.2,Diesel,19.029787,72.839695,20.2,-0.18,4500.0,1,89.0,0.0,71.2,-2.04,Urban,High,28.3,0.173,0,69.43,6.5,32.21,excessive_revving,2007.0399999999997,212.26415094339623,0.0,-6.283607999999999,6.300000000000001
V001,2026-08-22T08:10:28,Van,1,2.0,3080.2,Diesel,19.029837,72.839735,20.0,-0.26,4500.0,1,82.1,0.0,82.5,1.92,Urban,High,27.2,0.179,0,69.42,6.44,32.21,excessive_revving,2025.0,214.28571428571428,0.0,5.913983999999999,5.199999999999999
V001,2026-08-22T08:10:29,Van,1,2.0,3080.2,Diesel,19.029891,72.839779,21.8,0.51,4500.0,1,84.2,0.0,76.7,-1.13,Urban,High,28.3,0.185,0,69.42,7.03,32.21,excessive_revving,1866.2400000000002,197.36842105263156,9.512684333333333,-3.480625999999999,6.300000000000001
V001,2026-08-22T08:10:30,Van,1,2.0,3080.2,Diesel,19.029942,72.83982,20.3,-0.42,4500.0,1,67.0,0.0,74.9,0.56,Urban,High,27.1,0.19,0,69.42,6.54,32.21,excessive_revving,1998.0900000000001,211.26760563380282,0.0,1.724912,5.100000000000001
V001,2026-08-22T08:10:31,Van,1,2.0,3080.2,Diesel,19.029995,72.839862,21.4,0.29,4500.0,1,87.4,0.0,77.6,-1.54,Urban,High,27.2,0.196,0,69.42,6.88,32.21,excessive_revving,1900.96,200.89285714285717,5.309922555555554,-4.743507999999999,5.199999999999999
V001,2026-08-22T08:10:32,Van,1,2.0,3080.2,Diesel,19.030049,72.839905,21.3,-0.01,4500.0,1,89.1,0.0,72.1,0.62,Urban,High,31.0,0.202,0,69.42,6.87,32.21,excessive_revving,1909.6900000000003,201.79372197309416,0.0,1.9097239999999998,9.0
V001,2026-08-22T08:10:33,Van,1,2.0,3080.2,Diesel,19.030104,72.839949,22.0,0.18,4500.0,1,70.2,0.0,78.3,-0.29,Urban,High,29.5,0.208,0,69.41,7.08,32.21,excessive_revving,1849.0,195.65217391304347,3.3882199999999996,-0.8932579999999998,7.5
